tissue	Module	Annotation	moduleSize	hubs.MEGENA	keyDrivers.BN	sqrtBMI.Rho	sqrtBMI.Pval	sqrtBMI.P.adj	logmatsuda.Rho	logmatsuda.Pval	logmatsuda.P.adj	logmatsuda.All.Overlap.Size	logmatsuda.All.FE	logmatsuda.All.Pvalue	logmatsuda.All.P.adj	sqrtBMI.All.Overlap.Size	sqrtBMI.All.FE	sqrtBMI.All.Pvalue	sqrtBMI.All.P.adj	CisEQTLs.Overlap.Size	CisEQTLs.FE	CisEQTLs.Pvalue	CisEQTLs.P.adj	logmatsuda.rank	Parent
adipose	M782	GO_IMMUNE_SYSTEM_PROCESS	50	NKG7,CD3D,CD2	CD3D,IL7R	0.0761958472438836	0.0345163008745106	0.0596083557764586	-0.12198321729922	0.000722210420241411	0.00143891200274262	32	1.5	0.00143815301106799	0.00575261204427195	16	0.9	0.783965347532158	1	23	0.809407978152736	0.953976439244148	1	155	M700
adipose	M48	GO_MITOCHONDRIAL_ENVELOPE	653	NDUFB7,DPM3,NDUFA2,ANAPC11,CHCHD2,LSMD1,COX6A1,MRPL27,MRPL24,RNF181,CISD3,ATOX1,NDUFA11,COA3,VKORC1,MRPL55,TMEM147,TMEM205,ROMO1,TMEM256,GADD45GIP1,APOA1BP,ATP6V1F,ISCA2,NIT2,CDK4,MANBAL,PEF1,POLR2F,MRPS12,NHP2,CLTB,TMEM189,S100A16,YIF1A,FAM195B,DCTPP1,SEC13,UQCRQ,WSB2	NDUFB7,ANAPC11,VKORC1,EIF6,NHP2,UQCRQ	-0.0451921684822283	0.210338746399258	0.301505398521315	0.0955471656875689	0.00818274509860175	0.0138477224745568	312	1.1	0.00157489451331366	0.00626655274235946	295	1.2	1.58904713962144e-06	9.15435885368254e-06	466	1.25568985225106	4.46404127691895e-15	1.88233740510082e-13	156	M8
adipose	M327	GO_CATALYTIC_COMPLEX	28	CBLL1,SUV420H1		-0.207854764353343	5.81241766747239e-09	1.98721847279799e-08	0.24405921623347	7.7525702015251e-12	2.88441214850861e-11	20	1.7	0.00160335266962596	0.00635480248692484	17	1.7	0.00751704161164692	0.0269442011014876	19	1.19400245224394	0.161706597051272	0.308768068331863	157	M84
adipose	M372	GO_UNFOLDED_PROTEIN_BINDING	28	BZW1,HSPA5,HSPA9	HSPA9	-0.00170272443269115	0.962376175382222	0.979803510550109	0.0802860006296634	0.0263810913531093	0.0410733299220717	20	1.7	0.00160335266962596	0.00635480248692484	14	1.4	0.097789408832564	0.287682795751613	16	1.00547574925806	0.565822898626505	0.795295518625032	158	M108
adipose	M130	GO_CELL_ACTIVATION	525	FPR1,RGS2,CXCR2,SELL,CMTM2,MXD1,C16orf54,MSRB1,CLEC4E,MPZL3,TMEM71,RNF149,GIMAP2,KIAA1551,IL6R,LY75,AMD1,LRRFIP1,CAP1,TREM1,BAZ1A,DOCK10,BRD4,MAP3K1,STK4,JMJD1C,SEC14L1,FLI1,CBY1,SORL1,ECHDC2,HSPB6,PALM,TET3,NRBP2,VNN3	FAM65B,C16orf54,RNF149,BRD4,MAP3K1	0.101031404842443	0.00501394987381019	0.00992172147403945	-0.150895934138682	2.78010412622136e-05	6.51265133272226e-05	254	1.1	0.00180559323721412	0.0070915667117491	192	1	0.479050908256583	1	373	1.25014151491085	6.77932815516359e-12	2.06104456228767e-10	159	M15
adipose	M371	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	68	ACSL1,ALDH9A1,DGAT2,TMEM135	ACSL1,ALDH9A1	-0.11820342766509	0.0010154510046123	0.00217719579802467	0.183212194420425	3.35441022068952e-07	9.02835942377074e-07	41	1.4	0.00184280495205663	0.00721903978637928	34	1.4	0.0145848823302379	0.0502607295738957	55	1.42319177744247	2.47998435568879e-05	0.000272798279125767	160	M108
adipose	M643	NA	23	ARMC10,DCTD	ARMC10	-0.137558877376858	0.000128602419081394	0.000308402009740215	0.214637024620685	2.01136879640262e-09	6.24388104895536e-09	17	1.8	0.00199588865155092	0.00779860739524914	11	1.3	0.176667658224413	0.484136757033173	15	1.14755384426191	0.276259662297747	0.448036503598269	161	M387
adipose	M603	REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	18	ACSL1	ACSL1	-0.191544131524115	8.50049819510783e-08	2.73965101065259e-07	0.262764693437074	1.5131029751829e-13	6.4338664322903e-13	14	1.8	0.00228655021940055	0.00887719496943743	13	2	0.00215060783149466	0.00837082740566381	15	1.46631880100133	0.0175729201845511	0.0624597562960849	162	M371
adipose	M776	NA	18	XPO6,PRAM1	XPO6	0.161054208769795	7.08354472985624e-06	1.92702883511143e-05	-0.216912312288483	1.34434782236267e-09	4.25149998822193e-09	14	1.8	0.00228655021940055	0.00887719496943743	9	1.4	0.168754864418486	0.465340389077677	10	0.977545867334222	0.6389438197555	0.876166863946566	163	M689
adipose	M178	GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_CIRCULATORY_RENIN_ANGIOTENSIN	10	CTSG	CTSG,CPA3	0.284710604925009	7.95763957686806e-16	4.15109858339715e-15	-0.222051621474329	5.322761774976e-10	1.73762416654055e-09	9	2.1	0.00256317721929365	0.00985038738958925	10	2.7	4.03855192219237e-05	0.000196176698172416	6	1.05574953672096	0.552033833009241	0.780248937158313	164	M32
adipose	M645	NA	10	CAPNS1,MYL9		0.31082289699781	1.0409449653206e-18	6.19668414649677e-18	-0.289985442074973	2.74627048168522e-16	1.27487418691075e-15	9	2.1	0.00256317721929365	0.00985038738958925	9	2.5	0.000747726997299822	0.00312255730921906	8	1.40766604896128	0.12140264011144	0.24473998365095	165	M396
adipose	M381	NA	10	PRDX2		-0.195941883472607	4.21604944929788e-08	1.41279537837399e-07	0.319052897721033	1.46078730109174e-19	7.31839974606355e-19	9	2.1	0.00256317721929365	0.00985038738958925	6	1.6	0.112038161331598	0.322415031092637	7	1.23170779284112	0.306259749067956	0.486488931030651	166	M110
adipose	M619	NA	10	TSG101		-0.119410112268029	0.000900178563887751	0.00193825682266895	0.20735891313049	7.08408024919415e-09	2.09622491584342e-08	9	2.1	0.00256317721929365	0.00985038738958925	4	1.1	0.523343830425799	1	8	1.40766604896128	0.12140264011144	0.24473998365095	167	M375
adipose	M615	NA	27	POLDIP2		-0.149654453053275	3.05270711851042e-05	7.88096837737893e-05	0.229489752135732	1.33696711500297e-10	4.51003573461001e-10	19	1.7	0.0027696833738738	0.0106305420013664	16	1.6	0.0128914101341606	0.0448319830095208	20	1.30339448977896	0.0505373779490374	0.133187048136526	168	M374
adipose	M608	NA	15	HSPA9		-0.126845492116021	0.000418138848708344	0.000948781423526556	0.21327377921907	2.55509174262877e-09	7.7884121793383e-09	12	1.9	0.00321930236452276	0.0121716089398395	6	1.1	0.48071257710751	1	10	1.17305504080107	0.309593184912739	0.486503576291447	169	M372
adipose	M452	GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	50	TAPBP,DENND4B,TCIRG1	ITGAX,TCIRG1	0.177853534734955	6.80427442064059e-07	2.11224715143812e-06	-0.238331079383789	2.42905941965283e-11	8.71705011591725e-11	31	1.5	0.00352010548353095	0.0132593551464019	26	1.4	0.0170467490981563	0.0579551290727913	38	1.33728274651322	0.0038419986059912	0.0193747014091647	170	M129
adipose	M391	GO_ASPARTATE_METABOLIC_PROCESS	24			-0.198173806426476	2.93528191918977e-08	9.9016843407335e-08	0.249543678998487	2.52665881103861e-12	9.75946075103463e-12	17	1.7	0.0041649484499763	0.0156108438199112	13	1.5	0.0569818187929121	0.176347402502835	16	1.17305504080107	0.223048028091919	0.387298907642264	171	NA
adipose	M181	NA	17	CDH11	CDH11	0.345982609652985	4.50244661503093e-23	3.55974685500883e-22	-0.348082801129427	3.28181611143225e-23	1.93092901440083e-22	13	1.8	0.00429245049697569	0.0160639500373799	14	2.3	0.000138703306274888	0.000634191623268915	14	1.44906799157779	0.0262211771537092	0.0822282407990278	172	M32
adipose	M206	GO_OXIDATIVE_PHOSPHORYLATION	37	ANAPC11,UQCRQ	UQCRQ	-0.163507347377279	5.10321889158102e-06	1.40338519518478e-05	0.217549279723087	1.19999445009934e-09	3.81885026258028e-09	24	1.5	0.00430638302122692	0.0160814008025153	18	1.3	0.0850550927992526	0.252421565726814	27	1.28401970682279	0.0323796691389341	0.0936235004817181	173	M48
adipose	M727	NA	12	PC,PTPRF	PC	-0.220372163795113	6.35792584686887e-10	2.2497276073536e-09	0.284069490429202	1.14981448174476e-15	5.19469756931117e-15	10	2	0.00438141459401235	0.0163414922695596	9	2.1	0.00750262645268715	0.0269243190429766	9	1.3196869209012	0.164082172391846	0.310957225581551	174	M470
adipose	M312	GO_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX	55	C6orf120,PEX13,RAB11FIP2	PEX13	-0.170101695064994	2.06354793236565e-06	6.00089226308631e-06	0.203348503012277	1.39064955354472e-08	3.97552923216739e-08	33	1.4	0.00551992471889971	0.0202641976379438	24	1.2	0.16322295278045	0.451727333310343	34	1.08774194692463	0.271953698519049	0.448036503598269	175	M77
adipose	M617	NA	30	EMC4,PNPLA4		-0.170581083264926	1.92944752584064e-06	5.64335519118708e-06	0.243139977125166	9.33042728859456e-12	3.44612861899916e-11	20	1.6	0.0056929011454993	0.0208236721418505	17	1.6	0.0185468215348732	0.0625646113109724	25	1.46631880100133	0.00203566541151161	0.0115735584070211	176	M374
adipose	M506	GO_ENDOPEPTIDASE_ACTIVITY	21	DNASE2B,NRIP3		0.280445592882738	2.20803729961352e-15	1.11726687360444e-14	-0.257113791971285	5.14034085627207e-13	2.03204099474505e-12	15	1.7	0.00628198100560189	0.0228956714681961	15	2	0.00116031905243154	0.00471583486369766	13	1.08926539502956	0.405712517545765	0.61464231700047	177	M168
adipose	M75	GO_TRANSLATIONAL_INITIATION	34	RPS5,RPS6	PFDN5	-0.239513599978871	1.65418185286103e-11	6.69612814038147e-11	0.237858473349159	2.66558181977526e-11	9.43205874689707e-11	22	1.5	0.00646886880973066	0.023436140461029	22	1.8	0.0007267883896945	0.00303929690235882	22	1.13855342195398	0.226562206842115	0.387298907642264	178	M11
adipose	M375	NA	34	SDHD,TSG101	SDHD	-0.143797035268692	6.21348666651334e-05	0.000153367036744183	0.200853075067573	2.10142792010782e-08	5.97372206502561e-08	22	1.5	0.00646886880973066	0.023436140461029	17	1.4	0.0720465699431772	0.217645160544762	23	1.19030585022461	0.134924935734746	0.267733401889339	179	M109
adipose	M572	NA	38	PEX13,RAB11FIP2		-0.167764276742091	2.85589087614253e-06	8.11843136701191e-06	0.199082745719104	2.80758744167378e-08	7.89244025270519e-08	24	1.5	0.00706258988273442	0.0254958654981946	17	1.2	0.182354209269631	0.497866348329677	21	0.972400889085094	0.642513171125561	0.878680174566308	180	M312
adipose	M400	GO_PROTEIN_MONOUBIQUITINATION	23	CAPRIN1,AHCYL1		-0.110423121199398	0.00215116405214957	0.0044177007463859	0.181872107572231	4.0968080755039e-07	1.09681740010845e-06	16	1.7	0.00715502473987204	0.0257988778031491	9	1.1	0.469039537650395	1	18	1.3770646131143	0.0280353821816287	0.0845372558123493	181	M117
adipose	M719	NA	27	MTCH2		0.245834345748991	4.61420351445196e-12	1.91375981828909e-11	-0.213395013174074	2.50145875097764e-09	7.67114016966475e-09	18	1.6	0.00862642856683467	0.0306672565912296	21	2.1	1.3638733827743e-05	6.98266372698611e-05	24	1.56407338773476	0.000353326744691676	0.0027505128125229	182	M458
adipose	M275	NA	11	RPS23	RPS23	0.22433201862129	3.06897974730112e-10	1.11719694398156e-09	-0.204657698387302	1.11747914456357e-08	3.23111112656666e-08	9	1.9	0.00879495026171806	0.0311933049002056	8	2	0.0157815534769419	0.0541387529446277	9	1.43965845916495	0.0820111905585487	0.189487043025688	183	M68
adipose	M606	NA	11	TMEM135	TMEM135	-0.155600635721682	1.44328362059881e-05	3.80365370845312e-05	0.21347168567646	2.46810600999094e-09	7.61501000643548e-09	9	1.9	0.00879495026171806	0.0311933049002056	7	1.7	0.0613212789297972	0.187862162291488	7	1.11973435712829	0.445932925161703	0.661706921207689	184	M371
adipose	M40	NA	13	MCF2L,MYO5C		-0.178825138278233	5.90047111485184e-07	1.84298665686113e-06	0.176705002761503	8.73530818877393e-07	2.30211767891646e-06	10	1.8	0.0118060630960257	0.0412940179257304	9	1.9	0.0165321992299785	0.0563319381169637	12	1.62423005649378	0.007000377839814	0.0316267070263025	185	M7
adipose	M274	REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	24	RPL26,RPL7	RPL26	-0.241561001320528	1.09822181271882e-11	4.48145352609455e-11	0.226274345136116	2.44385426910135e-10	8.18933947129325e-10	16	1.6	0.0131351773196635	0.0454713778135672	17	1.9	0.000628660807946996	0.00265823706535805	10	0.733159400500666	0.955476193975644	1	186	M68
adipose	M41	NA	24	RASIP1	GPR56	-0.235718763198487	3.49933022832032e-11	1.38332898088288e-10	0.245115208744037	6.26056196463887e-12	2.36406295082632e-11	16	1.6	0.0131351773196635	0.0454713778135672	15	1.7	0.00822298705478765	0.0293639035398226	18	1.3196869209012	0.052983488539588	0.137930724877014	187	M7
adipose	M309	REACTOME_ACTIVATION_OF_NF_KAPPAB_IN_B_CELLS	24	PSMA2,LSM3,DCTN6		-0.0993763484929069	0.00578126262420904	0.011208118344252	0.171465259432522	1.84125541493712e-06	4.8024496905061e-06	16	1.6	0.0131351773196635	0.0454713778135672	9	1	0.531041804677406	1	17	1.24637098085113	0.118013186639618	0.244732264096913	188	M76
adipose	M806	PID_IL12_2PATHWAY	15	NKG7	NKG7	0.0822734424194494	0.0224210544822335	0.0400885285088698	-0.122927678859804	0.000655890504932688	0.001322233448191	11	1.7	0.0144456245479806	0.049837404690533	6	1.1	0.48071257710751	1	5	0.586527520400533	0.982044250691923	1	189	M782
adipose	M676	NA	17	LAT2,NFAM1		0.125400545952698	0.000486925565510572	0.00109019617764756	-0.169198441791207	2.52480473796178e-06	6.51811835412582e-06	12	1.7	0.0166948100655899	0.0568222459183083	9	1.5	0.122449714369371	0.350714464929632	10	1.03504856541271	0.535851368960238	0.774687979125373	190	M445
adipose	M582	NA	10	TGDS		-0.302187232976021	1.00864851213438e-17	5.79972894477268e-17	0.314860663474195	4.56743438244166e-19	2.24380757040338e-18	8	1.9	0.0173806232142787	0.0588923795519534	8	2.2	0.00632140688588827	0.0229841812042596	6	1.05574953672096	0.552033833009241	0.780248937158313	191	M342
adipose	M183	GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	10		ID1	-0.229031497576418	1.27009496545885e-10	4.79603024270284e-10	0.206303510305312	8.47124684621284e-09	2.49212261871145e-08	8	1.9	0.0173806232142787	0.0588923795519534	8	2.2	0.00632140688588827	0.0229841812042596	3	0.52787476836048	0.979317428695756	1	192	M33
adipose	M233	GO_SNRNA_BINDING	49	TAF10,COPE	LAMTOR4,TAF10	0.0972188124567817	0.00693963181077813	0.0133515349667442	-0.0951208633578405	0.00847384892555579	0.0142925585211041	28	1.4	0.0237564219648503	0.0794344712568019	24	1.3	0.0475342472006232	0.150798301464046	31	1.11320529382142	0.22280769163013	0.387298907642264	193	M49
adipose	M307	GO_TRANSLATIONAL_INITIATION	14	RPS6	RPL6	-0.258850400390943	2.96798574548773e-13	1.31736911159368e-12	0.261205672486631	2.12657092888655e-13	8.67778137110155e-13	10	1.7	0.0257887501358112	0.0857553618973961	11	2.2	0.0015929597370633	0.00633013843157615	8	1.00547574925806	0.601311431378849	0.835888967795873	194	M75
adipose	M416	NA	16	TAF9B		-0.124626803725079	0.000527954677113409	0.00117168888868151	0.183672430463847	3.13074884375867e-07	8.47143804781758e-07	11	1.6	0.028757551268735	0.0951066728233981	8	1.4	0.189860862080823	0.514658551140518	5	0.5498695503755	0.98988397118225	1	195	M119
adipose	M669	REACTOME_MEIOTIC_RECOMBINATION	38	ACRBP	TUBB1,RGS18	0.0113003453550685	0.754225636159925	0.837012997902932	-0.0845851555589048	0.0192900049856402	0.0307909858761323	22	1.4	0.035769246479983	0.116894975579363	12	0.9	0.781518703435144	1	20	0.926096084842947	0.755020610769411	1	196	M444
adipose	M343	NA	32	CDKN1B,SATB1		-0.279421392794441	2.81387765723403e-15	1.40972484609942e-14	0.248833108105903	2.92614410065088e-12	1.12168857191617e-11	19	1.4	0.0364083971452237	0.118768860897305	24	2.1	9.71376129987614e-06	5.09721627637551e-05	19	1.04475214571345	0.458706830200835	0.67516315874525	197	M91
adipose	M771	NA	63	BIN2,SEMA4D,NFE2		0.0771434130358269	0.0323260535102291	0.0560170653293696	-0.132504035542107	0.000237752479028665	0.000511926614419168	34	1.3	0.0377164485251369	0.12273005114932	18	0.8	0.924501932294158	1	42	1.17305504080107	0.072117396685948	0.1754394361687	198	M687
adipose	M523	REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	11	YIF1A		0.258637556551215	3.10808533307524e-13	1.36755754655311e-12	-0.254731275376449	8.53287741560573e-13	3.32125844022808e-12	8	1.7	0.0402757510877738	0.130638013143677	10	2.5	0.000297477015756853	0.00130700465967845	7	1.11973435712829	0.445932925161703	0.661706921207689	199	M213
adipose	M600	GO_LIPID_PARTICLE	11	PGM1		-0.126692525802308	0.000424967011830525	0.000959970124938598	0.213228815708232	2.57526604822085e-09	7.80290191856139e-09	8	1.7	0.0402757510877738	0.130638013143677	5	1.2	0.368120511894047	0.914577638388157	10	1.59962051018327	0.0186607409286854	0.0646735267802383	200	M366
adipose	M351	NA	13	SERP1,SRSF1		-0.171669011650774	1.65541788514744e-06	4.88595298911356e-06	0.181781899109802	4.15209837801267e-07	1.10576935751285e-06	9	1.6	0.0450519191446562	0.144128162827372	9	1.9	0.0165321992299785	0.0563319381169637	9	1.21817254237034	0.270397984733998	0.447128693710467	201	M94
adipose	M214	NA	13	GADD45GIP1	GADD45GIP1	-0.155968969247598	1.37657207221653e-05	3.65731743260578e-05	0.216434023831023	1.4637090807559e-09	4.60022853951855e-09	9	1.6	0.0450519191446562	0.144128162827372	7	1.5	0.153538350009835	0.428046309118327	8	1.08282003766252	0.480418671557366	0.702577594820888	202	M48
adipose	M386	NA	66	DDRGK1,GRHPR,SARS,IMP4	DDRGK1	-0.0228278468031195	0.527059965904208	0.647394050162793	0.102690694889885	0.00446687304350925	0.00784804777783223	35	1.3	0.0471852298793156	0.149847654721341	17	0.7	0.975340185898153	1	50	1.33301709181939	0.00108046973622892	0.0071774162983176	203	M111
adipose	M500	GO_VACUOLAR_ACIDIFICATION	15	CTSB,ADAM9,MFSD1		0.27305357035659	1.24216738880111e-14	5.92959149748457e-14	-0.203652043565769	1.32206473444973e-08	3.80093611154298e-08	10	1.6	0.0484750013114722	0.153462047947476	12	2.2	0.000715591527046689	0.00299660120843276	13	1.52497155304139	0.0151741809680107	0.0564568791898044	204	M167
adipose	M91	GO_NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	41	CDKN1B,SATB1	CDKN1B	-0.256955715654265	4.46820119854089e-13	1.94906017798422e-12	0.231267666982602	9.540795185369e-11	3.30660435876487e-10	23	1.3	0.0491146982201599	0.155002311638675	28	1.9	3.24199707177882e-05	0.000160043953006837	27	1.158749491523	0.156255110715366	0.300627703505608	205	M11
adipose	M139	GO_REGULATION_OF_PROTEIN_BINDING	39	LAMB2,CDC42BPB	LAMB2	0.0479055693038602	0.18420174067091	0.268605420113776	0.00271032806282138	0.94034080201238	0.965636848581246	22	1.3	0.0500786082172724	0.157716446626182	23	1.6	0.00334287582037473	0.012607417379699	28	1.26329004393961	0.0400536014601194	0.108380333362676	206	M19
adipose	M318	NA	37	GSTA4,SMARCA1	SMARCA1	-0.174275458278661	1.14242487040726e-06	3.48233123148237e-06	0.198311892897534	3.18244915298876e-08	8.89679155476416e-08	21	1.3	0.0509928278365067	0.160097440860015	22	1.6	0.00354312926368542	0.0133295420626381	27	1.28401970682279	0.0323796691389341	0.0936235004817181	207	M79
adipose	M33	GO_CIRCULATORY_SYSTEM_DEVELOPMENT	19	SOX17	ID1	-0.239180685665556	1.76748007909883e-11	7.09797555574609e-11	0.189681029725243	1.25158291063523e-07	3.4048438321582e-07	12	1.5	0.0524869208612148	0.163940629356634	13	1.9	0.00454584285576966	0.0169132094486724	7	0.648267259390063	0.976493717343971	1	208	M7
adipose	M198	NA	19	RASIP1,TNFAIP8L1	RASIP1	-0.239003550174858	1.83081892967169e-11	7.29444392451872e-11	0.258083744022961	4.17576982862748e-13	1.66373191597284e-12	12	1.5	0.0524869208612148	0.163940629356634	12	1.7	0.0159320532612632	0.0545318080058569	14	1.29653451878013	0.103552563719034	0.225851712249272	209	M41
adipose	M99	GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	50	SGCB,PPP3CB,VTI1B	VTI1B	-0.0131643290599707	0.715322178335397	0.809738304782351	0.0628121349667359	0.0825335019856305	0.120351446699507	27	1.3	0.0594362406057001	0.183196372059803	17	0.9	0.686516332639797	1	43	1.51324100263338	9.55791835393347e-06	0.000134341852419176	210	M11
adipose	M689	NA	48	ATG16L2,XPO6	XPO6	0.0698235563339421	0.0527769431467496	0.0887213728646356	-0.138094614873089	0.000127294650296904	0.000282504794079971	26	1.3	0.0611164916671608	0.187803308402328	20	1.1	0.267402345730836	0.70167115094107	30	1.099739100751	0.259970437519493	0.435579607234646	211	M446
adipose	M87	NA	122	CLTC,ANXA5,RAB1A,GMFB,TXN	ANXA1	0.176294051117898	8.53936079925879e-07	2.6187373117727e-06	-0.158466904835681	1.06437190240073e-05	2.62718137860863e-05	60	1.2	0.0670984961514888	0.204734707855196	61	1.4	0.00137870681978929	0.00556616210755357	84	1.21151586181094	0.00422552290020088	0.0205587941105928	212	M11
adipose	M579	NA	10	BAG3		0.229570815872624	1.14636678333071e-10	4.36136535613036e-10	-0.205667293379383	9.43118854461247e-09	2.75848636044735e-08	7	1.7	0.0718118469354563	0.2171521586614	7	1.9	0.0323414536416165	0.106264776251026	10	1.7595825612016	0.00350816715168361	0.018490964361999	213	M336
adipose	M714	BIOCARTA_CTL_PATHWAY	10	PRF1,CD247		0.0741612993307699	0.0396493976244218	0.0680087972812117	-0.126345401555278	0.00046026847336648	0.000946731087493653	7	1.7	0.0718118469354563	0.2171521586614	1	0.3	0.989145175897529	1	4	0.70383302448064	0.917814662937472	1	214	M450
adipose	M350	NA	10	CREBL2		-0.0337536421990403	0.349597413525429	0.470468859691136	0.134142114540369	0.000198474781232905	0.000431022486282617	7	1.7	0.0718118469354563	0.2171521586614	1	0.3	0.989145175897529	1	7	1.23170779284112	0.306259749067956	0.486488931030651	215	M93
adipose	M370	NA	12	UBE2E2,UCHL3	GIPC1	0.253975809900124	8.44603092960937e-13	3.6190472873061e-12	-0.221963249077767	5.40928599323324e-10	1.7545504567795e-09	8	1.6	0.0767561387336513	0.230953059658439	9	2.1	0.00750262645268715	0.0269243190429766	10	1.46631880100133	0.0546541966141163	0.141097058605831	216	M106
adipose	M584	GO_CHROMATIN_MODIFICATION	22	CDKN1B,SATB1		-0.267916036568369	4.00167265549645e-14	1.87485774414926e-13	0.230160023392819	1.17765640770971e-10	3.99928954564506e-10	13	1.4	0.0814327856142588	0.243097283308643	16	2	0.000571654782636372	0.00242733415396367	15	1.19971538263745	0.195889100227728	0.352739803257048	217	M343
adipose	M306	KEGG_RIBOSOME	20		RPS5,ZFAS1	-0.201037873612951	1.83307843531442e-08	6.22508515616844e-08	0.193307313420913	7.09374503231907e-08	1.94023512775862e-07	12	1.4	0.0819619230799714	0.244436540737518	11	1.5	0.0691002145508565	0.210208668713828	14	1.23170779284112	0.167913339582995	0.313520848077474	218	NA
adipose	M450	GO_REGULATION_OF_IMMUNE_RESPONSE	54	TBX21,SAMD3,S1PR5,SH2D1A		0.0656674961552925	0.0685757330785585	0.113768265369674	-0.117688980882192	0.00110967980551795	0.0021268862939094	28	1.2	0.0942138878813516	0.278242571602902	8	0.4	0.999886026166908	1	23	0.749451831622903	0.98752203249751	1	219	M129
adipose	M639	NA	29	GRHPR	DDRGK1	-0.0566007954301042	0.116574574256682	0.182057822758892	0.134025008383081	0.000201067156483598	0.000434786244361968	16	1.3	0.107865296458777	0.314044552814198	5	0.5	0.993229331950214	1	23	1.39553099681506	0.00996362424512847	0.0408246827192286	220	M386
adipose	M117	NA	245	LETMD1,CAPRIN1,IST1,CANX,CALCOCO2,LAMC1,PRKAR1A,DNAJB6,PROSC,DDHD2,GALNT11,HARS2,SRP68,MTFR1L,SETD3	LETMD1,CAPRIN1,LAMC1	-0.0566883774830801	0.116009203689728	0.181735780393196	0.136745093058687	0.000148339586564945	0.000326347090442878	113	1.1	0.110384749333928	0.319473878911158	80	0.9	0.901570541882324	1	165	1.185024990197	0.000448250733158076	0.00338529658176099	221	M13
adipose	M538	REACTOME_PEPTIDE_CHAIN_ELONGATION	27	RPL18A,RPS19	RPS19	-0.109599003520241	0.00232303869785068	0.00470183032444978	0.0669359389046804	0.0642552257368072	0.0953464639965526	15	1.3	0.110965006817735	0.320847391141564	16	1.6	0.0128914101341606	0.0448319830095208	19	1.23822476529001	0.108687574487044	0.236033960044825	222	M232
adipose	M453	GO_DEFENSE_RESPONSE	44	TAP1	PSMB9,PARP14	0.124800693002229	0.000518463167766937	0.00115569322859062	-0.160868800636678	7.77499485690816e-06	1.93800364413573e-05	23	1.2	0.112007290062157	0.322415031092637	20	1.2	0.136890547981661	0.38696434233922	28	1.11973435712829	0.224701955023296	0.387298907642264	223	M129
adipose	M487	NA	64	CDC73,EXTL2,TBC1D16	CDC73	-0.054026508658705	0.134176574022845	0.203273492381915	0.114513498263735	0.00151106772818535	0.00282140321203612	32	1.2	0.123531309496409	0.353478846023654	21	0.9	0.763492876265584	1	44	1.2097130108261	0.0343053396550134	0.0986278515081635	224	M143
adipose	M775	GO_EXTERNAL_ENCAPSULATING_STRUCTURE	17	ATG16L2		0.0893130076381684	0.0131653322566536	0.0241364424705316	-0.157950206416355	1.1380854728845e-05	2.78198671149545e-05	10	1.4	0.124858619822986	0.35660467524232	6	1	0.626385717916401	1	14	1.44906799157779	0.0262211771537092	0.0822282407990278	225	M689
adipose	M143	NA	95	CDC73,AIDA,TBC1D16	CDC73	-0.0525881863481281	0.14486779692385	0.218164003700798	0.11248203210195	0.00183381069201702	0.00336198626869787	46	1.2	0.125061564271175	0.356848598803842	33	1	0.667005093030146	1	63	1.16688106690211	0.037450155359726	0.104119662703414	226	M20
adipose	M140	BIOCARTA_ERYTH_PATHWAY	15	DPYSL3,SH3PXD2A	DPYSL3	0.167992365957187	2.76729005104892e-06	7.91100997644494e-06	-0.162724339523719	6.08091848320313e-06	1.53081828482626e-05	9	1.4	0.126601556434236	0.36090359186323	9	1.6	0.0536654412600331	0.16727749452306	15	1.7595825612016	0.000207459774167475	0.00174957742881237	227	M19
adipose	M518	GO_HISTONE_H4_K16_ACETYLATION	11	UQCRQ		-0.155366014651796	1.48736980050286e-05	3.89952911427176e-05	0.205218100535046	1.01716536156856e-08	2.9579636376649e-08	7	1.5	0.1270000146689	0.361699854160208	5	1.2	0.368120511894047	0.914577638388157	9	1.43965845916495	0.0820111905585487	0.189487043025688	228	M206
adipose	M609	GO_UNFOLDED_PROTEIN_BINDING	13	BZW1,HSPA5	HSPA5	0.139025981904725	0.00010867590081752	0.000261857170541263	-0.0879532776720808	0.0149574866189271	0.0243359750134313	8	1.5	0.127482890076044	0.362056177989587	8	1.7	0.0576309407982074	0.177993424479509	6	0.812115028246892	0.854674344819918	1	229	M372
